Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_ceramidePathway:Ceramide Signaling Pathway	6	16.216216216216218	3.208214133223584E-5	MAPK1, MAP2K1, RELA, RAF1, MAPK8, BAD	31	22	1625	14.296187683284456	0.005120072471305193	5.131907681501513E-4	0.03873191817509447
BIOCARTA	h_gleevecPathway:Inhibition of Cellular Proliferation by Gleevec	6	16.216216216216218	4.046537291487109E-5	AKT1, MAP2K1, JUN, RAF1, MAPK8, BAD	31	23	1625	13.67461430575035	0.006453675666518333	5.884259609221232E-4	0.04885050360353693
BIOCARTA	h_igf1rPathway:Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation	6	16.216216216216218	4.046537291487109E-5	AKT1, MAPK1, RPS6KA1, MAP2K1, RAF1, BAD	31	23	1625	13.67461430575035	0.006453675666518333	5.884259609221232E-4	0.04885050360353693
BIOCARTA	h_biopeptidesPathway:Bioactive Peptide Induced Signaling Pathway	7	18.91891891891892	4.289627471024814E-5	PRKCA, MAPK1, MAP2K1, MAPK14, RAF1, MAPK8, STAT3	31	38	1625	9.656196943972835	0.006840050793848085	5.717990576642462E-4	0.051784433588752954
BIOCARTA	h_raccycdPathway:Influence of Ras and Rho proteins on G1 to S Transition	6	16.216216216216218	9.217189989913287E-5	AKT1, MAPK1, CDKN1B, RELA, RAF1, RB1	31	27	1625	11.64874551971326	0.014639961895594023	0.0011338323933290928	0.11123967195381113
BIOCARTA	h_mapkPathway:MAPKinase Signaling Pathway	9	24.324324324324326	1.087045242886017E-4	MAPK1, RPS6KA1, MAP2K1, MAPK14, RELA, JUN, RAF1, MAPK8, RPS6KB1	31	87	1625	5.422691879866519	0.017243272668385323	0.0012416334836788945	0.1311804225579194
BIOCARTA	h_pdgfPathway:PDGF Signaling Pathway	6	16.216216216216218	1.1076180205896737E-4	PRKCA, MAP2K1, JUN, RAF1, MAPK8, STAT3	31	28	1625	11.232718894009217	0.017566743494404236	0.0011808269316327946	0.13366154344370829
BIOCARTA	h_spryPathway:Sprouty regulation of tyrosine kinase signals	5	13.513513513513514	2.4179709073093438E-4	EGFR, MAPK1, MAP2K1, RAF1, SRC	31	18	1625	14.560931899641577	0.03795323048399801	0.0024153416405268135	0.29157646840591855
BIOCARTA	h_bcrPathway:BCR Signaling Pathway	6	16.216216216216218	2.900834134004816E-4	PRKCA, MAP2K1, MAPK14, JUN, RAF1, MAPK8	31	34	1625	9.250474383301707	0.04535914692991594	0.0027268682231791352	0.3497101286974891
BIOCARTA	h_nfatPathway:NFAT and Hypertrophy of the heart (Transcription in the broken heart)	7	18.91891891891892	3.263816000310603E-4	AKT1, MAPK1, MAP2K1, MAPK14, RAF1, MAPK8, RPS6KB1	31	54	1625	6.795101553166069	0.05088905492510887	0.002897437627113697	0.3933903660426563
BIOCARTA	h_arenrf2Pathway:Oxidative Stress Induced Gene Expression Via Nrf2	5	13.513513513513514	3.7308979632820705E-4	PRKCA, MAPK1, MAPK14, JUN, MAPK8	31	20	1625	13.104838709677418	0.057958081439791864	0.003137462889708731	0.4495718844561236
BIOCARTA	h_igf1mtorPathway:Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	5	13.513513513513514	3.7308979632820705E-4	AKT1, EIF4EBP1, RPS6KB1, MTOR, RPS6	31	20	1625	13.104838709677418	0.057958081439791864	0.003137462889708731	0.4495718844561236
BIOCARTA	h_integrinPathway:Integrin Signaling Pathway	6	16.216216216216218	4.3704917006112833E-4	MAPK1, MAP2K1, JUN, RAF1, MAPK8, SRC	31	37	1625	8.500435919790757	0.06755317444330311	0.003491049697549764	0.5264563039788839
BIOCARTA	h_sppaPathway:Aspirin Blocks Signaling Pathway Involved in Platelet Activation	5	13.513513513513514	4.5496634428324515E-4	PRKCA, MAPK1, MAP2K1, RAF1, SRC	31	21	1625	12.480798771121352	0.07022362585648712	0.003461195237638437	0.5479844514202914
BIOCARTA	h_atmPathway:ATM Signaling Pathway	5	13.513513513513514	4.5496634428324515E-4	RELA, JUN, CHEK1, MAPK8, CHEK2	31	21	1625	12.480798771121352	0.07022362585648712	0.003461195237638437	0.5479844514202914
BIOCARTA	h_rasPathway:Ras Signaling Pathway	5	13.513513513513514	6.559880302774366E-4	AKT1, MAP2K1, RELA, RAF1, BAD	31	23	1625	11.395511921458626	0.09966874794055303	0.004761017776918619	0.7892266897086775
BIOCARTA	h_cxcr4Pathway:CXCR4 Signaling Pathway	5	13.513513513513514	7.77094610551484E-4	PRKCA, MAPK1, MAP2K1, RELA, RAF1	31	24	1625	10.920698924731182	0.11695884632714704	0.005393380295669603	0.9343051555451343
BIOCARTA	h_tpoPathway:TPO Signaling Pathway	5	13.513513513513514	7.77094610551484E-4	PRKCA, MAP2K1, JUN, RAF1, STAT3	31	24	1625	10.920698924731182	0.11695884632714704	0.005393380295669603	0.9343051555451343
BIOCARTA	h_tcrPathway:T Cell Receptor Signaling Pathway	6	16.216216216216218	9.9414761189718E-4	PRKCA, MAP2K1, RELA, JUN, RAF1, MAPK8	31	44	1625	7.148093841642228	0.1471253862298706	0.006609011143913657	1.1938349301110707
BIOCARTA	h_mtorPathway:mTOR Signaling Pathway	5	13.513513513513514	0.0010654671477286456	AKT1, EIF4EBP1, RPS6KB1, MTOR, RPS6	31	26	1625	10.080645161290322	0.15681224707178276	0.006799403766496459	1.2789753231971068
BIOCARTA	h_tffPathway:Trefoil Factors Initiate  Mucosal Healing	5	13.513513513513514	0.0010654671477286456	AKT1, EGFR, MAPK1, ERBB2, BAD	31	26	1625	10.080645161290322	0.15681224707178276	0.006799403766496459	1.2789753231971068
BIOCARTA	h_ghPathway:Growth Hormone Signaling Pathway	5	13.513513513513514	0.0012347358864856078	PRKCA, MAPK1, RPS6KA1, MAP2K1, RAF1	31	27	1625	9.707287933094385	0.17936742905893743	0.007574239323104415	1.4807769819680239
BIOCARTA	h_crebPathway:Transcription factor CREB and its extracellular signals	5	13.513513513513514	0.0012347358864856078	PRKCA, AKT1, MAPK1, RPS6KA1, MAPK14	31	27	1625	9.707287933094385	0.17936742905893743	0.007574239323104415	1.4807769819680239
BIOCARTA	h_cblPathway:CBL mediated ligand-induced downregulation of EGF receptors	4	10.81081081081081	0.0014348736643278123	PRKCA, EGFR, MET, SRC	31	13	1625	16.129032258064516	0.20526348983159337	0.008472961625106468	1.7188924382349646
BIOCARTA	h_ccr5Pathway:Pertussis toxin-insensitive CCR5 Signaling in Macrophage	4	10.81081081081081	0.003245085628101432	PRKCA, MAPK14, JUN, MAPK8	31	17	1625	12.333965844402277	0.405513917730979	0.018402074593653173	3.848751967838515
BIOCARTA	h_41BBPathway:The 4-1BB-dependent immune response	4	10.81081081081081	0.003845743335576708	MAPK14, RELA, JUN, MAPK8	31	18	1625	11.648745519713263	0.4601722410883433	0.02103442299905789	4.546064880719857
BIOCARTA	h_cardiacEGFPathway:Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy	4	10.81081081081081	0.003845743335576708	PRKCA, EGFR, RELA, JUN	31	18	1625	11.648745519713263	0.4601722410883433	0.02103442299905789	4.546064880719857
BIOCARTA	h_telPathway:Telomeres, Telomerase, Cellular Aging, and  Immortality	4	10.81081081081081	0.003845743335576708	PRKCA, AKT1, EGFR, RB1	31	18	1625	11.648745519713263	0.4601722410883433	0.02103442299905789	4.546064880719857
BIOCARTA	h_fmlpPathway:fMLP induced chemokine gene expression in HMC-1 cells	5	13.513513513513514	0.004084571301859795	MAPK1, MAP2K1, MAPK14, RELA, RAF1	31	37	1625	7.083696599825632	0.4804902765772676	0.021592463468482093	4.822032892259454
BIOCARTA	h_agrPathway:Agrin in Postsynaptic Differentiation	5	13.513513513513514	0.004084571301859795	EGFR, MAPK1, JUN, MAPK8, SRC	31	37	1625	7.083696599825632	0.4804902765772676	0.021592463468482093	4.822032892259454
BIOCARTA	h_malPathway:Role of MAL in Rho-Mediated Activation of SRF	4	10.81081081081081	0.0045101298166121025	MAPK1, MAP2K1, RAF1, MAPK8	31	19	1625	11.035653650254668	0.5148285676999733	0.02306068389419824	5.311956879376634
BIOCARTA	h_epoPathway:EPO Signaling Pathway	4	10.81081081081081	0.0045101298166121025	MAP2K1, JUN, RAF1, MAPK8	31	19	1625	11.035653650254668	0.5148285676999733	0.02306068389419824	5.311956879376634
BIOCARTA	h_fcer1Pathway:Fc Epsilon Receptor I Signaling in Mast Cells	5	13.513513513513514	0.004957431570295412	MAPK1, MAP2K1, JUN, RAF1, MAPK8	31	39	1625	6.720430107526881	0.5484917634082382	0.024542611901516298	5.824418579717305
BIOCARTA	h_il2rbPathway:IL-2 Receptor Beta Chain in T cell Activation	5	13.513513513513514	0.004957431570295412	AKT1, MAPK1, RAF1, RPS6KB1, BAD	31	39	1625	6.720430107526881	0.5484917634082382	0.024542611901516298	5.824418579717305
BIOCARTA	h_ngfPathway:Nerve growth factor pathway (NGF)	4	10.81081081081081	0.005240195702551524	MAP2K1, JUN, RAF1, MAPK8	31	20	1625	10.483870967741936	0.5685638661886523	0.025152091848293145	6.147060276173222
BIOCARTA	h_bArrestin-srcPathway:Roles of ï¿½-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling	4	10.81081081081081	0.005240195702551524	MAPK1, MAP2K1, RAF1, SRC	31	20	1625	10.483870967741936	0.5685638661886523	0.025152091848293145	6.147060276173222
BIOCARTA	h_igf1Pathway:IGF-1 Signaling Pathway	4	10.81081081081081	0.006037733928921776	MAP2K1, JUN, RAF1, MAPK8	31	21	1625	9.98463901689708	0.6205246200579329	0.028096721351755005	7.05161906150007
BIOCARTA	h_insulinPathway:Insulin Signaling Pathway	4	10.81081081081081	0.006037733928921776	MAP2K1, JUN, RAF1, MAPK8	31	21	1625	9.98463901689708	0.6205246200579329	0.028096721351755005	7.05161906150007
BIOCARTA	h_il6Pathway:IL 6 signaling pathway	4	10.81081081081081	0.006037733928921776	MAP2K1, JUN, RAF1, STAT3	31	21	1625	9.98463901689708	0.6205246200579329	0.028096721351755005	7.05161906150007
BIOCARTA	h_pelp1Pathway:Pelp1 Modulation of Estrogen Receptor Activity	3	8.108108108108109	0.006534767856840846	MAPK1, ESR1, SRC	31	7	1625	22.465437788018434	0.6497100604273783	0.029526574576872355	7.611297484632584
BIOCARTA	h_il2Pathway:IL 2 signaling pathway	4	10.81081081081081	0.006904385505354455	MAP2K1, JUN, RAF1, MAPK8	31	22	1625	9.530791788856304	0.6699572110049004	0.030323319849753894	8.0254946941141
BIOCARTA	h_ptdinsPathway:Phosphoinositides and their downstream targets.	4	10.81081081081081	0.007841645126599213	AKT1, GSK3A, RPS6KB1, BAD	31	23	1625	9.1164095371669	0.7162348732060868	0.03347051160829673	9.068173897169729
BIOCARTA	h_ccr3Pathway:CCR3 signaling in Eosinophils	4	10.81081081081081	0.007841645126599213	PRKCA, MAPK1, MAP2K1, RAF1	31	23	1625	9.1164095371669	0.7162348732060868	0.03347051160829673	9.068173897169729
BIOCARTA	h_stat3Pathway:Stat3 Signaling Pathway	3	8.108108108108109	0.008613316942201282	MAPK1, MTOR, STAT3	31	8	1625	19.657258064516128	0.7494508453501187	0.03576832665557228	9.9184907387874
BIOCARTA	h_ecmPathway:Erk and PI-3 Kinase Are Necessary for Collagen Binding in Corneal Epithelia	4	10.81081081081081	0.008850866628871381	MAPK1, MAP2K1, RAF1, SRC	31	24	1625	8.736559139784946	0.7588757490234532	0.03581577247010648	10.178778462175986
BIOCARTA	h_stressPathway:TNF/Stress Related Signaling	4	10.81081081081081	0.009933268294620842	MAPK14, RELA, JUN, MAPK8	31	25	1625	8.387096774193548	0.7975513850450733	0.039144964983811925	11.356077031743228
BIOCARTA	h_badPathway:Regulation of BAD phosphorylation	4	10.81081081081081	0.01108993800946174	AKT1, MAPK1, RPS6KA1, BAD	31	26	1625	8.064516129032258	0.8320858382480936	0.0425861827299816	12.598498804374936
BIOCARTA	h_edg1Pathway:Phospholipids as signalling intermediaries	4	10.81081081081081	0.012321838274806917	PRKCA, AKT1, MAPK1, SRC	31	27	1625	7.765830346475508	0.8624463212159307	0.046133857943345125	13.90414907796923
BIOCARTA	h_PparaPathway:Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)	5	13.513513513513514	0.013802983136434497	PRKCA, MAPK1, RELA, JUN, RB1	31	52	1625	5.040322580645161	0.8918094021351293	0.05040309343194416	15.450271576690755
BIOCARTA	h_egfr_smrtePathway:Map Kinase Inactivation of SMRT Corepressor	3	8.108108108108109	0.01634597673869003	EGFR, MAP2K1, MAPK14	31	11	1625	14.296187683284456	0.9284219904452901	0.05817055479875621	18.045555524655022
BIOCARTA	h_il1rPathway:Signal transduction through IL1R	4	10.81081081081081	0.02133238224372054	MAPK14, RELA, JUN, MAPK8	31	33	1625	6.35386119257087	0.9682579498864351	0.0738037902706945	22.923605382443025
BIOCARTA	h_cdk5Pathway:Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway	3	8.108108108108109	0.022656507576946927	MAPK1, MAP2K1, RAF1	31	13	1625	12.096774193548386	0.9744402798724386	0.07661746874272579	24.173423756556023
BIOCARTA	h_gpcrPathway:Signaling Pathway from G-Protein Families	4	10.81081081081081	0.023108303167112276	PRKCA, MAP2K1, JUN, RAF1	31	34	1625	6.1669829222011385	0.9762629399838982	0.07650485738688795	24.595594002129694
BIOCARTA	h_tall1Pathway:TACI and BCMA stimulation of B cell immune responses.	3	8.108108108108109	0.029809807994101007	MAPK14, RELA, MAPK8	31	15	1625	10.483870967741934	0.9921095680215138	0.09595593463594443	30.609757296189276
BIOCARTA	h_tollPathway:Toll-Like Receptor Pathway	4	10.81081081081081	0.031001684491243593	MAPK14, RELA, JUN, MAPK8	31	38	1625	5.517826825127334	0.9935183804923916	0.0977217672043239	31.632116113209996
BIOCARTA	h_achPathway:Role of nicotinic acetylcholine receptors in the regulation of apoptosis	3	8.108108108108109	0.03368177450263181	AKT1, BAD, SRC	31	16	1625	9.828629032258064	0.9958387163643221	0.10384208195660594	33.88076003605717
BIOCARTA	h_bArr-mapkPathway:Role of ï¿½-arrestins in the activation and targeting of MAP kinases	3	8.108108108108109	0.03368177450263181	MAPK1, MAP2K1, RAF1	31	16	1625	9.828629032258064	0.9958387163643221	0.10384208195660594	33.88076003605717
BIOCARTA	h_ptenPathway:PTEN dependent cell cycle arrest and apoptosis	3	8.108108108108109	0.04197678172964471	AKT1, MAPK1, CDKN1B	31	18	1625	8.736559139784946	0.9989524722536316	0.12587835727587182	40.41761829050936
BIOCARTA	h_erk5Pathway:Role of Erk5 in Neuronal Survival	3	8.108108108108109	0.04197678172964471	AKT1, MAPK1, RPS6KA1	31	18	1625	8.736559139784946	0.9989524722536316	0.12587835727587182	40.41761829050936
BIOCARTA	h_il12Pathway:IL12 and Stat4 Dependent Signaling Pathway in Th1 Development	3	8.108108108108109	0.05568448852096144	MAPK14, JUN, MAPK8	31	21	1625	7.488479262672811	0.9998955905601603	0.1616269616250524	49.93407300141794
BIOCARTA	h_aktPathway:AKT Signaling Pathway	3	8.108108108108109	0.06056249882250496	AKT1, RELA, BAD	31	22	1625	7.148093841642228	0.9999544107098265	0.17188290205364087	52.96912378102918
BIOCARTA	h_chemicalPathway:Apoptotic Signaling in Response to DNA Damage	3	8.108108108108109	0.06056249882250496	PRKCA, AKT1, BAD	31	22	1625	7.148093841642228	0.9999544107098265	0.17188290205364087	52.96912378102918
BIOCARTA	h_g2Pathway:Cell Cycle: G2/M Checkpoint	3	8.108108108108109	0.07602868056970646	RPS6KA1, CHEK1, CHEK2	31	25	1625	6.290322580645161	0.9999967984631056	0.2088708627876209	61.51155114312552
BIOCARTA	h_ctcfPathway:CTCF: First Multivalent Nuclear Factor	3	8.108108108108109	0.07602868056970646	CDKN1B, RPS6KB1, MTOR	31	25	1625	6.290322580645161	0.9999967984631056	0.2088708627876209	61.51155114312552
BIOCARTA	h_ErbB3Pathway:Neuroregulin receptor degredation protein-1 Controls ErbB3 receptor recycling	2	5.405405405405405	0.08906739189131092	EGFR, ERBB3	31	5	1625	20.967741935483872	0.9999996705422218	0.2376721011258799	67.58087211840866
BIOCARTA	h_hivnefPathway:HIV-I Nef: negative effector of Fas and TNF	4	10.81081081081081	0.0996630498118583	RELA, MAPK8, RB1, PRKCD	31	61	1625	3.4373347435219457	0.9999999493228876	0.25915256219653704	71.852050820514
