Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04660:T cell receptor signaling pathway	7	18.91891891891892	6.5425487686492934E-6	AKT1, MAPK1, MAP2K1, MAPK14, RELA, JUN, RAF1	34	100	6879	14.162647058823529	9.482228271667781E-4	2.108139278045318E-5	0.007766772324235838
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	7	18.91891891891892	9.17427243452384E-6	AKT1, MAPK1, MAP2K1, MAPK14, RELA, JUN, MAPK8	34	106	6879	13.360987791342952	0.0013293911807967795	2.8918616743700554E-5	0.010890781015682194
KEGG_PATHWAY	hsa04668:TNF signaling pathway	7	18.91891891891892	9.68637582226671E-6	AKT1, MAPK1, MAP2K1, MAPK14, RELA, JUN, MAPK8	34	107	6879	13.236118746564046	0.0014035454041858575	2.9883198097713226E-5	0.011498667062082024
KEGG_PATHWAY	hsa05145:Toxoplasmosis	7	18.91891891891892	1.1363573114922644E-5	AKT1, MAPK1, MAPK14, RELA, MAPK8, BAD, STAT3	34	110	6879	12.875133689839572	0.0016463707061123989	3.4327066306905074E-5	0.01348953984785517
KEGG_PATHWAY	hsa05211:Renal cell carcinoma	6	16.216216216216218	1.3445943947213183E-5	AKT1, MAPK1, MAP2K1, JUN, MET, RAF1	34	66	6879	18.393048128342247	0.0019477755983206002	3.978849372288096E-5	0.0159613126766045
KEGG_PATHWAY	hsa05152:Tuberculosis	8	21.62162162162162	1.60901988281254E-5	AKT1, MAPK1, MAPK14, RELA, RAF1, MAPK8, BAD, SRC	34	177	6879	9.14456630109671	0.0023303780433278076	4.666086335058939E-5	0.019099960863577792
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	6	16.216216216216218	1.67369050148121E-5	AKT1, MAPK1, MAP2K1, RELA, JUN, RAF1	34	69	6879	17.593350383631716	0.0024239290644503253	4.758458421705303E-5	0.019867567233167183
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	6	16.216216216216218	1.7963082322893887E-5	AKT1, RELA, PRKAA1, MAPK8, MTOR, STAT3	34	70	6879	17.342016806722693	0.002601281120313992	5.008855958099634E-5	0.021322960654446277
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	7	18.91891891891892	2.157240805021595E-5	AKT1, EIF4EBP1, AKT1S1, ACACA, PRKAA1, RPS6KB1, MTOR	34	123	6879	11.514347202295552	0.0031231457091720483	5.901774719563324E-5	0.025606885018092385
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	7	18.91891891891892	3.087684726409048E-5	AKT1, MAPK1, MAP2K1, MAPK14, RELA, JUN, MAPK8	34	131	6879	10.81118096093399	0.00446720420242297	8.290789581610891E-5	0.03664958908362603
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	8	21.62162162162162	3.3293371147346466E-5	AKT1, MAPK1, MAP2K1, RELA, JUN, RAF1, MAPK8, BAD	34	198	6879	8.174688057041	0.004815984956587083	8.777104209056752E-5	0.039517387703025264
KEGG_PATHWAY	hsa04540:Gap junction	6	16.216216216216218	5.468623671265456E-5	PRKCA, EGFR, MAPK1, MAP2K1, RAF1, SRC	34	88	6879	13.794786096256686	0.007898363849492274	1.4159213825504224E-4	0.06490198701839534
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	6	16.216216216216218	1.2156144977508389E-4	AKT1, MAPK1, MAPK14, RELA, JUN, MAPK8	34	104	6879	11.672511312217196	0.01747302647902227	3.0920624992958334E-4	0.14421750149958834
KEGG_PATHWAY	hsa05131:Shigellosis	5	13.513513513513514	2.2773718718679172E-4	MAPK1, MAPK14, RELA, MAPK8, SRC	34	64	6879	15.80652573529412	0.03248626023301093	5.692457262337358E-4	0.2700259146944495
KEGG_PATHWAY	hsa04720:Long-term potentiation	5	13.513513513513514	2.565890326762584E-4	PRKCA, MAPK1, RPS6KA1, MAP2K1, RAF1	34	66	6879	15.32754010695187	0.03652639248285594	6.304822439266999E-4	0.30418758879110497
KEGG_PATHWAY	hsa04520:Adherens junction	5	13.513513513513514	3.401311195764738E-4	EGFR, MAPK1, ERBB2, MET, SRC	34	71	6879	14.248135874067936	0.04813056500068846	8.217855109536876E-4	0.4030441445028732
KEGG_PATHWAY	hsa05133:Pertussis	5	13.513513513513514	4.197768612995565E-4	MAPK1, MAPK14, RELA, JUN, MAPK8	34	75	6879	13.488235294117649	0.05906425350423461	9.975418597153451E-4	0.4972065058284403
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	6	16.216216216216218	4.8751998926493587E-4	AKT1, MAPK1, MAP2K1, MAPK14, RAF1, STAT3	34	140	6879	8.671008403361347	0.06826574170341837	0.00113979567337541	0.5772326571128916
KEGG_PATHWAY	hsa05132:Salmonella infection	5	13.513513513513514	6.177542146721331E-4	MAPK1, MAPK14, RELA, JUN, MAPK8	34	83	6879	12.188164422395465	0.08570503429109144	0.0014212436783660465	0.7309150919720064
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease (NAFLD)	6	16.216216216216218	6.890573946443209E-4	AKT1, GSK3A, RELA, JUN, PRKAA1, MAPK8	34	151	6879	8.039345539540319	0.09511531297395082	0.001560464972872766	0.8149639686227617
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	5	13.513513513513514	0.0011544424736875626	PRKCA, MAPK14, MAPK8, PRKCD, SRC	34	98	6879	10.322629051620648	0.15421564938209897	0.0025734653548001862	1.3619395046769456
KEGG_PATHWAY	hsa04930:Type II diabetes mellitus	4	10.81081081081081	0.0015020335727439808	MAPK1, MAPK8, MTOR, PRKCD	34	48	6879	16.860294117647058	0.19584126654855194	0.003296956089377079	1.768666055567636
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	5	13.513513513513514	0.0022223666811012023	PRKCA, MAPK1, MAP2K1, RAF1, PRKCD	34	117	6879	8.646304675716442	0.27573778112148883	0.00480337851382262	2.606663923626107
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	4	10.81081081081081	0.0023453075958565907	MAPK1, MAPK14, RELA, MAPK8	34	56	6879	14.451680672268905	0.28856342630874565	0.004994383588428186	2.7490311788323063
KEGG_PATHWAY	hsa04730:Long-term depression	4	10.81081081081081	0.0028577673481118087	PRKCA, MAPK1, MAP2K1, RAF1	34	60	6879	13.488235294117647	0.33963957294844127	0.005996002397149369	3.3404160777632197
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	5	13.513513513513514	0.00308156975103695	PRKCA, AKT1, GSK3A, MAPK14, MAPK8	34	128	6879	7.90326286764706	0.36078696801464494	0.006372714667758572	3.5976521219114432
KEGG_PATHWAY	hsa05140:Leishmaniasis	4	10.81081081081081	0.004605223960413617	MAPK1, MAPK14, RELA, JUN	34	71	6879	11.398508699254348	0.4879329971712093	0.009382465120033046	5.332328849836799
KEGG_PATHWAY	hsa04022:cGMP-PKG signaling pathway	5	13.513513513513514	0.006525944712090874	AKT1, MAPK1, MAP2K1, RAF1, BAD	34	158	6879	6.402643335815339	0.6130125862766149	0.013099049549860187	7.47832712025025
KEGG_PATHWAY	hsa05166:HTLV-I infection	6	16.216216216216218	0.006711169132749916	AKT1, RELA, JUN, CHEK1, CHEK2, RB1	34	254	6879	4.779295970356647	0.6233351928548161	0.01328628454558034	7.68290286993103
KEGG_PATHWAY	hsa04320:Dorso-ventral axis formation	3	8.108108108108109	0.007267958328817914	EGFR, MAPK1, MAP2K1	34	27	6879	22.48039215686275	0.652747222468484	0.014191610408319622	8.2953710772961
KEGG_PATHWAY	hsa05222:Small cell lung cancer	4	10.81081081081081	0.007604319628665588	AKT1, CDKN1B, RELA, RB1	34	85	6879	9.521107266435985	0.6693980129133734	0.014649504170454741	8.663563267867902
KEGG_PATHWAY	hsa04916:Melanogenesis	4	10.81081081081081	0.011857992454775623	PRKCA, MAPK1, MAP2K1, RAF1	34	100	6879	8.092941176470587	0.822659663630785	0.02250197515206953	13.204427932045693
KEGG_PATHWAY	hsa04723:Retrograde endocannabinoid signaling	4	10.81081081081081	0.0121814496403926	PRKCA, MAPK1, MAPK14, MAPK8	34	101	6879	8.012813046010484	0.830881644286201	0.02281564942074088	13.541118884634894
KEGG_PATHWAY	hsa04725:Cholinergic synapse	4	10.81081081081081	0.015697113256633588	PRKCA, AKT1, MAPK1, MAP2K1	34	111	6879	7.29093799682035	0.8991513647002474	0.028983658589421313	17.124261521936035
KEGG_PATHWAY	hsa04726:Serotonergic synapse	4	10.81081081081081	0.015697113256633588	PRKCA, MAPK1, MAP2K1, RAF1	34	111	6879	7.29093799682035	0.8991513647002474	0.028983658589421313	17.124261521936035
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	5	13.513513513513514	0.01726548065670244	EGFR, MAPK1, MAP2K1, RAF1, SRC	34	210	6879	4.817226890756302	0.9199704023807816	0.0314610366797059	18.678427512564056
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	4	10.81081081081081	0.020162969768649116	PRKCA, MAPK1, MAP2K1, RAF1	34	122	6879	6.6335583413693335	0.947843550867515	0.036245652414689356	21.479677277382958
KEGG_PATHWAY	hsa04110:Cell cycle	4	10.81081081081081	0.02104302371754636	CDKN1B, CHEK1, CHEK2, RB1	34	124	6879	6.5265654648956355	0.9542150425578823	0.03735598786152439	22.312835219302627
KEGG_PATHWAY	hsa04611:Platelet activation	4	10.81081081081081	0.02380946216807957	AKT1, MAPK1, MAPK14, SRC	34	130	6879	6.225339366515837	0.9696250135360991	0.04171630518498004	24.879418429227652
KEGG_PATHWAY	hsa05162:Measles	4	10.81081081081081	0.02526379380704071	AKT1, CDKN1B, RELA, STAT3	34	133	6879	6.084918177797435	0.9755302676545285	0.04371819149473133	26.197319541267504
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	4	10.81081081081081	0.027793043547667838	PRKCA, AKT1, MAPK1, MAPK14	34	138	6879	5.864450127877238	0.9832113792534527	0.04749069620847768	28.43897717971856
KEGG_PATHWAY	hsa04210:Apoptosis	3	8.108108108108109	0.03528421055254615	AKT1, RELA, BAD	34	62	6879	9.789848197343455	0.9945309604380691	0.059438519057982586	34.71764005883966
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease (IBD)	3	8.108108108108109	0.03739465285432382	RELA, JUN, STAT3	34	64	6879	9.483915441176471	0.9960189363565858	0.06223717352664104	36.39304989139499
KEGG_PATHWAY	hsa04622:RIG-I-like receptor signaling pathway	3	8.108108108108109	0.044008403345051836	MAPK14, RELA, MAPK8	34	70	6879	8.671008403361347	0.9985349891516041	0.07226603239333362	41.39175685945755
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	4	10.81081081081081	0.0534320137095413	PRKCA, EGFR, ERBB3, ERBB2	34	179	6879	4.521196187972396	0.9996516524450793	0.08650812157168064	47.894449743699916
KEGG_PATHWAY	hsa04922:Glucagon signaling pathway	3	8.108108108108109	0.08117611946181769	AKT1, ACACA, PRKAA1	34	99	6879	6.131016042780749	0.9999953368461041	0.12884080430717681	63.397692040955235
KEGG_PATHWAY	hsa04114:Oocyte meiosis	3	8.108108108108109	0.09864185310839316	MAPK1, RPS6KA1, MAP2K1	34	111	6879	5.468203497615264	0.9999997115162705	0.15406950455789825	70.8552665122706
